# 2theta(deg)  intensity
2.077075546372037507e-01 1.313698974609375000e+03
2.111407373584798242e-01 1.377685302734375000e+03
2.145739200797559532e-01 1.462020263671875000e+03
2.180071028010320267e-01 1.533635498046875000e+03
2.214402855223081279e-01 1.595885498046875000e+03
2.248734682435842291e-01 1.634876708984375000e+03
2.283066509648603026e-01 1.660201171875000000e+03
2.317398336861364039e-01 1.680428588867187500e+03
2.351730164074125051e-01 1.704485229492187500e+03
2.386061991286885509e-01 1.722598510742187500e+03
2.420393818499646799e-01 1.746394775390625000e+03
2.454725645712407811e-01 1.762608764648437500e+03
2.489057472925168824e-01 1.777145385742187500e+03
2.523389300137929281e-01 1.796786987304687500e+03
2.557721127350690571e-01 1.817500488281250000e+03
2.592052954563451306e-01 1.838392700195312500e+03
2.626384781776212596e-01 1.856918579101562500e+03
2.660716608988973886e-01 1.877005249023437500e+03
2.695048436201734066e-01 1.892746337890625000e+03
2.729380263414495356e-01 1.909126708984375000e+03
2.763712090627256091e-01 1.929166381835937500e+03
2.798043917840017381e-01 1.958452636718750000e+03
2.832375745052778115e-01 1.982098022460937500e+03
2.866707572265538850e-01 1.996855712890625000e+03
2.901039399478300140e-01 2.014371826171875000e+03
2.935371226691060875e-01 2.029543334960937500e+03
2.969703053903822165e-01 2.046835693359375000e+03
3.004034881116582900e-01 2.067233398437500000e+03
3.038366708329343635e-01 2.091400634765625000e+03
3.072698535542104925e-01 2.115027099609375000e+03
3.107030362754866215e-01 2.134996582031250000e+03
3.141362189967626395e-01 2.163750244140625000e+03
3.175694017180387685e-01 2.192217285156250000e+03
3.210025844393148420e-01 2.218676269531250000e+03
3.244357671605909710e-01 2.237293701171875000e+03
3.278689498818670445e-01 2.258081298828125000e+03
3.313021326031431180e-01 2.280778808593750000e+03
3.347353153244192470e-01 2.301201904296875000e+03
3.381684980456953205e-01 2.325289062500000000e+03
3.416016807669714495e-01 2.345746337890625000e+03
3.450348634882475229e-01 2.363444824218750000e+03
3.484680462095235964e-01 2.381138183593750000e+03
3.519012289307997254e-01 2.406290527343750000e+03
3.553344116520757989e-01 2.426917236328125000e+03
3.587675943733518724e-01 2.443958740234375000e+03
3.622007770946280014e-01 2.458579345703125000e+03
3.656339598159040749e-01 2.480731689453125000e+03
3.690671425371802039e-01 2.496098876953125000e+03
3.725003252584563329e-01 2.516616210937500000e+03
3.759335079797323509e-01 2.535269287109375000e+03
3.793666907010084799e-01 2.556255615234375000e+03
3.827998734222845534e-01 2.571300292968750000e+03
3.862330561435606824e-01 2.586896972656250000e+03
3.896662388648367559e-01 2.598461181640625000e+03
3.930994215861128294e-01 2.609364257812500000e+03
3.965326043073889584e-01 2.623846191406250000e+03
3.999657870286650319e-01 2.646030273437500000e+03
4.033989697499411053e-01 2.671207763671875000e+03
4.068321524712172343e-01 2.694499023437500000e+03
4.102653351924933078e-01 2.712404296875000000e+03
4.136985179137694368e-01 2.727273437500000000e+03
4.171317006350455658e-01 2.741494384765625000e+03
4.205648833563215838e-01 2.754785888671875000e+03
4.239980660775977128e-01 2.774252685546875000e+03
4.274312487988737863e-01 2.790696289062500000e+03
4.308644315201499153e-01 2.812262939453125000e+03
4.342976142414259888e-01 2.830428710937500000e+03
